NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202501;122.6;1;31;;22.4;1;8;14;9;4;0;0;0;;;0;;;;6.4;1;31;;12.4;1;5;-1.4;1;20;2;0;0;0;31;31;0;1.2;1;31;;-5.1;1;14;7.9;1;25;1;0;31;31;31;0;0;14;5.2;1;12.9;1;4;31;3.8;1;31;3.5;1;31;0;-2.2;1;19;9.9;1;25;55;1;13;31;100;1;22;31;91;1;31;7.2;1;31;17.2;1;26.1;1;220;1;6;15;7;0;31;23.9;1;220;1;6;14;7;0;31;17.5;1;250;1;6;13;8;1;31;4.0;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202502;31.4;1;28;;16.0;1;25;7;2;1;0;0;0;;;0;;;;7.6;1;28;;17.5;1;21;1.2;1;4;0;0;0;0;28;28;0;1.7;1;28;;-4.1;1;15;9.7;1;24;0;0;28;28;28;0;0;10;6.0;1;13.9;1;23;28;4.6;1;28;4.3;1;28;0;-0.7;1;15;13.6;1;21;55;1;18;28;100;1;23;28;87;1;28;7.3;1;28;21.7;1;18.5;1;190;1;10;13;2;0;28;17.4;1;190;1;10;9;2;0;28;12.8;1;190;1;10;6;3;0;26;3.4;1;28;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202503;9.4;1;31;;3.4;1;28;3;0;0;0;0;0;;;0;;;;14.2;1;31;;19.5;1;8;6.7;1;1;0;0;0;0;31;31;0;2.1;1;31;;-2.7;1;3;10.6;1;22;0;0;30;31;31;0;0;12;12.1;1;20.4;1;5;31;8.1;1;31;7.9;1;31;0;3.1;1;1;14.8;1;22;26;1;18;31;100;1;28;31;73;1;31;7.2;1;31;62.3;1;15.1;1;10;1;15;19;0;0;31;13.8;1;10;1;15;17;0;0;31;9.9;1;20;1;15;8;0;0;31;3.1;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202504;19.0;1;30;;7.4;1;23;6;1;0;0;0;0;;;0;;;;18.9;1;30;;27.0;1;30;12.5;1;16;0;2;0;0;18;30;0;5.9;1;30;;-0.5;1;7;12.7;1;13;0;0;28;30;30;0;0;1;13.0;1;19.8;1;30;30;12.4;1;30;12.4;1;30;0;8.0;1;7;17.1;1;30;19;1;6;30;100;1;26;30;68;1;30;8.8;1;30;96.9;1;15.6;1;60;1;1;14;0;0;30;14.3;1;200;1;15;12;0;0;30;10.5;1;90;1;2;5;3;0;30;3.0;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202505;20.7;1;31;;7.7;1;3;5;2;0;0;0;0;;;0;;;;20.8;1;31;;28.7;1;1;14.9;1;5;0;5;0;0;16;27;0;7.9;1;31;;2.3;1;23;14.7;1;25;0;0;22;31;31;0;0;0;12.9;1;20.6;1;1;31;14.4;1;31;14.8;1;31;0;9.2;1;5;21.5;1;30;24;1;19;31;98;1;30;31;67;1;31;10.2;1;31;120.0;1;15.9;1;70;1;8;19;0;0;31;14.1;1;70;1;8;14;0;0;31;9.2;1;280;1;28;6;0;0;31;3.3;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202506;46.4;1;30;;15.4;1;25;5;4;2;0;0;0;;;0;;;;26.2;1;30;;35.0;1;30;18.2;1;4;0;19;5;1;3;15;4;13.0;1;30;;7.9;1;3;18.7;1;14;0;0;6;21;30;0;0;0;13.2;1;21.3;1;21;30;19.6;1;30;19.7;1;30;3;14.7;1;9;26.1;1;30;24;1;21;30;100;1;10;30;71;1;30;14.5;1;30;143.7;1;16.3;1;220;1;7;17;2;0;30;15.5;1;220;1;7;13;0;0;30;9.5;1;270;1;23;7;0;0;29;2.9;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202507;102.4;1;31;;27.1;1;27;11;9;3;0;0;0;;;0;;;;25.6;1;31;;37.6;1;1;17.8;1;6;0;17;3;1;1;21;2;14.3;1;31;;8.2;1;9;19.4;1;2;0;0;2;18;31;0;0;0;11.4;1;19.3;1;1;31;20.0;1;31;19.8;1;31;2;15.7;1;6;28.0;1;1;22;1;5;31;100;1;25;31;71;1;31;14.9;1;31;136.5;1;19.5;1;240;1;5;15;2;0;31;18.2;1;310;1;2;13;2;0;31;12.2;1;310;1;2;6;1;0;31;3.0;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202508;24.6;1;31;;10.0;1;29;6;1;1;0;0;0;;;0;;;;25.8;1;31;;35.2;1;12;18.3;1;20;0;17;5;1;2;22;2;13.2;1;31;;7.2;1;24;19.3;1;14;0;0;8;20;31;0;0;0;12.5;1;21.0;1;12;31;19.5;1;31;19.5;1;31;3;15.0;1;23;25.5;1;14;26;1;11;31;99;1;3;31;69;1;31;14.2;1;31;125.5;1;15.2;1;220;1;27;14;0;0;31;13.9;1;220;1;27;10;0;0;31;9.2;1;350;1;2;3;0;0;31;2.9;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202509;65.2;1;30;;27.2;1;23;11;2;2;0;0;0;;;0;;;;20.8;1;30;;30.7;1;19;10.8;1;24;0;3;2;0;11;28;0;11.4;1;30;;4.1;1;28;17.1;1;8;0;0;12;26;30;0;0;0;9.3;1;21.4;1;19;30;16.1;1;30;15.6;1;30;0;10.2;1;24;21.5;1;7;29;1;19;30;100;1;28;30;78;1;30;12.9;1;30;80.7;1;17.9;1;230;1;3;18;3;0;30;17.2;1;230;1;3;18;2;0;30;11.5;1;190;1;3;10;4;0;30;3.8;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
02037002;AULNOIS-SS-LAON;49.595667;3.610333;78;202510;51.6;1;31;;9.6;1;23;9;5;0;0;0;0;;;0;;;;15.9;1;31;;19.5;1;1;11.4;1;26;0;0;0;0;31;31;0;9.0;1;31;;4.9;1;26;12.7;1;20;0;0;21;31;31;0;0;0;6.9;1;13.6;1;1;31;12.5;1;31;12.1;1;31;0;8.2;1;26;15.5;1;7;45;1;18;31;100;1;1;31;84;1;31;11.4;1;31;44.5;1;24.6;1;190;1;23;15;4;0;31;21.9;1;190;1;23;15;3;0;31;14.3;1;260;1;4;12;3;0;31;3.9;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
